id,default,idade,sexo,dependentes,escolaridade,estado_civil,salario_anual,tipo_cartao,limite_credito,predict
790149483,0,42,M,3,sem educacao formal,solteiro,$40K - $60K,blue,8566.12,-
712121508,0,43,M,3,sem educacao formal,solteiro,$60K - $80K,blue,1438.6,-
778853358,0,59,F,0,graduacao,solteiro,menos que $40K,blue,3297.92,-
716512383,0,39,F,2,ensino medio,casado,menos que $40K,blue,2816.2,-
712144158,1,53,F,1,mestrado,solteiro,menos que $40K,blue,2370.33,-
824560758,1,35,F,3,mestrado,solteiro,menos que $40K,blue,1678.88,-
757710783,1,36,F,1,mestrado,casado,menos que $40K,blue,1493.18,-
710481333,1,50,F,4,ensino medio,casado,menos que $40K,blue,2690.61,-
713759583,0,54,F,3,ensino medio,casado,menos que $40K,blue,3173.68,-
717547383,0,43,F,2,mestrado,casado,menos que $40K,blue,2890.55,-
710044308,0,40,F,4,mestrado,solteiro,$40K - $60K,blue,2625.45,-
757685733,0,43,F,2,mestrado,solteiro,menos que $40K,blue,3226.14,-
796029483,0,49,F,3,mestrado,casado,menos que $40K,blue,2174.19,-
713872008,0,49,F,1,ensino medio,casado,menos que $40K,blue,2215.69,-
710643183,0,42,F,2,ensino medio,solteiro,menos que $40K,blue,3172.35,-
779859558,1,54,F,3,ensino medio,casado,menos que $40K,blue,2452.28,-
798238008,0,36,F,2,sem educacao formal,casado,menos que $40K,blue,5070.56,-
811974483,0,56,M,2,mestrado,solteiro,$40K - $60K,blue,1466.86,-
778471758,0,52,F,2,mestrado,casado,menos que $40K,blue,2427.34,-
718513233,0,59,M,2,mestrado,solteiro,$120K +,blue,17999.36,-
718147233,0,44,F,1,ensino medio,casado,$40K - $60K,blue,4554.0,-
711438033,0,57,F,1,mestrado,casado,menos que $40K,blue,1894.04,-
712253058,0,48,F,3,ensino medio,casado,menos que $40K,blue,2097.21,-
713519508,0,47,M,4,ensino medio,divorciado,$60K - $80K,blue,1983.47,-
710110683,0,52,M,2,graduacao,casado,$60K - $80K,blue,7879.43,-
720260433,0,46,F,3,ensino medio,casado,$40K - $60K,blue,3336.45,-
714148758,0,34,F,2,doutorado,casado,menos que $40K,blue,1726.67,-
715522233,0,45,F,3,doutorado,solteiro,menos que $40K,blue,2917.66,-
714943233,0,49,M,2,doutorado,casado,$40K - $60K,blue,1915.29,-
708952758,0,41,F,3,graduacao,casado,menos que $40K,blue,2067.0,-
721374033,0,53,F,1,ensino medio,casado,$40K - $60K,blue,2164.52,-
794516508,0,43,F,3,ensino medio,casado,menos que $40K,blue,1484.26,-
778722033,0,44,F,2,sem educacao formal,casado,menos que $40K,blue,2275.3,-
823578483,0,44,F,4,ensino medio,solteiro,menos que $40K,blue,1438.31,-
715148658,0,51,F,2,mestrado,casado,menos que $40K,blue,3683.86,-
709669533,0,38,F,1,ensino medio,divorciado,menos que $40K,blue,2722.73,-
787467858,0,43,M,1,ensino medio,casado,$80K - $120K,silver,34516.56,-
708671733,0,48,M,4,mestrado,casado,$60K - $80K,blue,2072.68,-
709790058,0,53,M,4,mestrado,casado,$120K +,blue,6383.49,-
757722708,0,42,M,3,graduacao,casado,$60K - $80K,blue,1438.4,-
718086783,0,50,M,5,sem educacao formal,casado,$120K +,blue,13478.77,-
815253708,0,46,F,2,ensino medio,divorciado,menos que $40K,blue,2841.42,-
715083633,0,33,F,1,sem educacao formal,casado,menos que $40K,blue,1830.5,-
792098883,0,37,M,2,doutorado,solteiro,$120K +,blue,2360.52,-
711873858,0,43,M,3,ensino medio,casado,$60K - $80K,blue,3717.17,-
713931258,1,56,F,3,mestrado,casado,menos que $40K,blue,1438.61,-
787591008,0,42,M,3,sem educacao formal,divorciado,$60K - $80K,blue,2289.21,-
713068833,0,44,F,3,sem educacao formal,solteiro,menos que $40K,blue,1438.4,-
708190158,1,38,F,3,ensino medio,solteiro,menos que $40K,blue,2920.22,-
784895358,1,49,F,1,mestrado,casado,menos que $40K,blue,1938.54,-
710090133,0,62,F,1,graduacao,divorciado,menos que $40K,blue,4049.66,-
799242033,0,45,M,4,doutorado,casado,$80K - $120K,blue,1438.7,-
719377383,0,40,M,2,graduacao,solteiro,$60K - $80K,blue,10880.63,-
710371683,0,51,M,4,doutorado,casado,$60K - $80K,blue,3451.2,-
719926683,0,41,M,3,ensino medio,divorciado,$60K - $80K,blue,20749.07,-
793597833,0,49,F,0,doutorado,solteiro,menos que $40K,blue,2481.93,-
713739708,0,61,M,0,ensino medio,solteiro,$60K - $80K,blue,2415.78,-
709389558,0,33,F,4,graduacao,solteiro,menos que $40K,blue,1438.99,-
709087983,0,35,F,3,doutorado,solteiro,menos que $40K,blue,1438.44,-
712774908,0,41,F,4,ensino medio,casado,menos que $40K,blue,2601.54,-
713497983,0,49,M,5,ensino medio,solteiro,$60K - $80K,blue,5578.56,-
713489358,0,52,F,2,mestrado,casado,menos que $40K,blue,3698.54,-
711847833,0,42,F,2,mestrado,solteiro,menos que $40K,blue,1933.06,-
772837083,0,41,M,3,mestrado,casado,$120K +,blue,27169.03,-
719202708,0,54,F,3,ensino medio,casado,menos que $40K,blue,5642.54,-
714566133,0,60,F,2,mestrado,casado,menos que $40K,blue,3239.29,-
814987983,0,37,F,2,graduacao,solteiro,$40K - $60K,blue,3680.86,-
789588933,0,44,M,2,mestrado,casado,$60K - $80K,blue,1787.33,-
714317058,0,52,M,2,mestrado,casado,$60K - $80K,blue,4752.54,-
710971908,0,43,M,1,ensino medio,casado,$60K - $80K,blue,3764.81,-
711412533,1,40,F,3,ensino medio,solteiro,menos que $40K,blue,5492.52,-
720593583,0,39,F,2,doutorado,divorciado,menos que $40K,blue,3554.89,-
778436283,0,41,M,4,ensino medio,solteiro,menos que $40K,blue,3429.02,-
711492258,0,50,M,2,mestrado,casado,$60K - $80K,blue,2021.92,-
771106458,0,54,F,4,graduacao,casado,menos que $40K,blue,2444.03,-
719940483,0,51,F,1,mestrado,casado,$40K - $60K,blue,2107.23,-
716839983,0,48,M,3,graduacao,casado,$120K +,blue,32777.7,-
781073733,0,50,M,2,mestrado,casado,$120K +,blue,4607.15,-
714080433,0,40,F,5,graduacao,casado,$40K - $60K,blue,3144.38,-
757675158,0,47,F,4,doutorado,divorciado,$40K - $60K,blue,2725.19,-
715361433,0,53,F,2,ensino medio,solteiro,menos que $40K,blue,1874.47,-
778191933,1,45,M,3,sem educacao formal,solteiro,$120K +,blue,7135.9,-
799020258,0,44,M,2,sem educacao formal,divorciado,$60K - $80K,blue,16553.49,-
714825408,0,45,F,3,ensino medio,solteiro,$40K - $60K,blue,2853.91,-
788620083,0,50,F,3,mestrado,solteiro,menos que $40K,blue,2382.43,-
719490108,0,54,F,3,mestrado,solteiro,menos que $40K,blue,2830.56,-
756944133,0,52,F,4,mestrado,casado,menos que $40K,blue,3705.1,-
785285883,1,49,F,3,mestrado,solteiro,menos que $40K,blue,1675.62,-
779770683,0,47,F,3,sem educacao formal,divorciado,$40K - $60K,blue,1439.97,-
710322033,0,52,F,1,ensino medio,casado,menos que $40K,blue,2563.01,-
710560008,0,46,F,4,ensino medio,casado,menos que $40K,blue,1896.47,-
789164283,0,55,F,0,sem educacao formal,casado,menos que $40K,blue,2596.72,-
715773783,1,44,F,2,mestrado,solteiro,$40K - $60K,blue,4196.47,-
779158533,0,43,F,3,sem educacao formal,solteiro,menos que $40K,blue,1616.22,-
720463833,0,42,M,5,sem educacao formal,solteiro,$60K - $80K,blue,6618.42,-
712747758,1,50,F,4,sem educacao formal,solteiro,menos que $40K,blue,2477.05,-
771067308,0,38,F,3,ensino medio,solteiro,$40K - $60K,blue,3040.45,-
716171358,0,51,M,4,graduacao,casado,$40K - $60K,blue,4436.54,-
794637333,0,44,F,2,mestrado,divorciado,menos que $40K,silver,13138.88,-
718492908,0,38,F,3,graduacao,casado,menos que $40K,blue,3297.93,-
716033508,0,46,M,2,mestrado,solteiro,$60K - $80K,blue,6272.35,-
717603858,0,54,M,3,graduacao,solteiro,$40K - $60K,blue,5608.13,-
716558283,0,30,F,0,mestrado,casado,menos que $40K,blue,1621.93,-
719022558,0,49,F,4,sem educacao formal,casado,menos que $40K,blue,2305.15,-
717334233,0,54,F,1,sem educacao formal,solteiro,$40K - $60K,blue,9525.6,-
719192808,0,51,M,4,mestrado,solteiro,$120K +,blue,3168.94,-
719281533,0,37,F,3,graduacao,casado,menos que $40K,blue,2939.78,-
710877108,0,44,F,1,ensino medio,divorciado,menos que $40K,blue,2724.54,-
770581983,0,55,F,4,mestrado,casado,$40K - $60K,blue,1438.18,-
718742808,1,55,F,1,ensino medio,casado,$40K - $60K,blue,4629.78,-
710257683,0,50,M,3,mestrado,solteiro,$120K +,blue,34516.33,-
721041483,1,45,M,4,doutorado,casado,$60K - $80K,blue,13093.37,-
716214108,0,44,M,4,sem educacao formal,solteiro,$60K - $80K,blue,6426.63,-
772216833,0,47,F,5,mestrado,solteiro,menos que $40K,blue,2761.11,-
708553008,0,38,F,1,ensino medio,solteiro,$40K - $60K,blue,2148.58,-
778880358,0,49,F,4,mestrado,divorciado,$40K - $60K,blue,2485.38,-
720258183,0,39,F,4,mestrado,solteiro,$40K - $60K,blue,3394.44,-
720689583,0,50,F,3,ensino medio,casado,$40K - $60K,blue,3367.61,-
758168133,0,50,F,0,ensino medio,casado,$40K - $60K,blue,4154.77,-
711118083,0,54,F,4,mestrado,divorciado,menos que $40K,blue,2506.59,-
709591533,0,46,F,3,graduacao,divorciado,menos que $40K,blue,1774.22,-
715590258,0,45,F,4,sem educacao formal,solteiro,$40K - $60K,blue,3918.21,-
708416433,1,41,F,1,ensino medio,solteiro,menos que $40K,blue,2372.36,-
779183958,1,45,F,2,mestrado,solteiro,menos que $40K,blue,1492.71,-
709061658,0,44,F,1,mestrado,solteiro,menos que $40K,blue,1550.73,-
717384183,0,58,F,3,mestrado,solteiro,menos que $40K,blue,2669.97,-
778921908,0,42,M,4,graduacao,solteiro,$60K - $80K,blue,3311.56,-
714745608,0,51,F,4,ensino medio,solteiro,menos que $40K,blue,3068.49,-
714714558,0,37,F,2,sem educacao formal,solteiro,$40K - $60K,blue,3050.02,-
778847808,0,42,F,4,mestrado,casado,$40K - $60K,blue,2647.56,-
710532258,0,48,F,3,ensino medio,divorciado,menos que $40K,blue,2185.7,-
817293258,0,44,F,4,graduacao,casado,$40K - $60K,blue,3183.16,-
738062658,0,57,M,3,mestrado,solteiro,$80K - $120K,blue,17096.3,-
709518858,0,50,F,2,mestrado,casado,menos que $40K,blue,2897.49,-
716262708,0,51,F,2,graduacao,solteiro,menos que $40K,blue,1438.28,-
708928008,0,34,F,2,ensino medio,solteiro,$40K - $60K,blue,1677.51,-
711922158,0,57,F,2,mestrado,casado,menos que $40K,blue,1860.63,-
779638983,0,47,F,4,mestrado,casado,menos que $40K,blue,2124.27,-
708723858,0,48,F,4,mestrado,solteiro,menos que $40K,blue,3413.88,-
712184133,0,41,F,5,mestrado,casado,menos que $40K,blue,2178.15,-
789492558,0,49,F,2,graduacao,casado,menos que $40K,blue,2096.35,-
770929383,0,41,M,2,mestrado,solteiro,$60K - $80K,blue,7293.67,-
788595183,0,42,M,2,mestrado,solteiro,$40K - $60K,blue,1438.81,-
713167383,0,57,F,3,ensino medio,solteiro,menos que $40K,blue,2298.25,-
718590183,0,58,F,3,doutorado,casado,menos que $40K,blue,1517.45,-
719868183,1,42,F,3,ensino medio,casado,$40K - $60K,blue,1456.35,-
709388058,0,43,F,4,mestrado,solteiro,menos que $40K,blue,2005.4,-
717004533,0,35,F,3,ensino medio,casado,menos que $40K,blue,4790.86,-
759947433,0,53,M,3,mestrado,casado,$120K +,blue,13670.93,-
767404083,1,52,M,2,mestrado,solteiro,$60K - $80K,blue,3460.49,-
781926633,0,48,M,2,sem educacao formal,casado,$40K - $60K,blue,3202.65,-
772127508,1,31,F,1,sem educacao formal,casado,menos que $40K,blue,1438.12,-
720518283,0,50,M,2,doutorado,solteiro,$60K - $80K,blue,2296.55,-
715488483,0,49,F,4,mestrado,casado,menos que $40K,blue,6615.41,-
715309083,0,50,F,2,mestrado,casado,menos que $40K,blue,1912.4,-
708399858,0,45,F,3,ensino medio,casado,menos que $40K,blue,2548.38,-
711944733,0,45,F,2,ensino medio,casado,menos que $40K,blue,1457.09,-
785487783,0,59,F,1,mestrado,solteiro,$40K - $60K,blue,1980.86,-
718951683,0,48,F,2,mestrado,casado,menos que $40K,blue,2216.17,-
718329183,0,57,F,3,mestrado,divorciado,$40K - $60K,blue,4262.98,-
788960658,0,42,F,2,sem educacao formal,casado,menos que $40K,blue,2573.42,-
713120433,0,55,F,2,ensino medio,casado,$40K - $60K,blue,5431.1,-
720980958,0,43,F,5,sem educacao formal,casado,menos que $40K,blue,3092.03,-
709606158,0,37,F,2,mestrado,casado,menos que $40K,blue,2984.43,-
712524858,0,34,M,1,mestrado,solteiro,menos que $40K,blue,2669.75,-
815072283,0,50,F,3,mestrado,casado,menos que $40K,blue,1789.59,-
715980258,0,36,F,1,doutorado,solteiro,menos que $40K,blue,2835.47,-
788715483,0,44,F,5,mestrado,solteiro,menos que $40K,blue,1558.4,-
809276808,0,47,M,4,mestrado,solteiro,$80K - $120K,blue,7299.11,-
708885558,1,56,F,1,ensino medio,solteiro,menos que $40K,blue,3556.68,-
789373683,0,45,F,3,mestrado,casado,menos que $40K,blue,1438.13,-
712302783,0,38,F,2,sem educacao formal,solteiro,menos que $40K,blue,2468.45,-
719601708,0,45,M,3,graduacao,solteiro,$60K - $80K,blue,10699.85,-
720150858,1,34,M,2,ensino medio,casado,$80K - $120K,blue,1439.57,-
798777708,0,54,F,4,ensino medio,solteiro,$40K - $60K,blue,3089.36,-
716365233,0,53,F,1,graduacao,casado,menos que $40K,blue,1665.92,-
796544133,0,54,M,1,graduacao,solteiro,$120K +,blue,2456.15,-
778143183,0,47,M,1,mestrado,casado,$60K - $80K,blue,11773.9,-
717011958,0,43,F,4,mestrado,solteiro,$40K - $60K,blue,1439.0,-
778264008,0,41,F,3,graduacao,solteiro,$40K - $60K,blue,3104.48,-
788842008,0,50,F,3,sem educacao formal,casado,menos que $40K,blue,4060.16,-
714742758,0,42,F,4,sem educacao formal,solteiro,menos que $40K,blue,3428.42,-
720299283,0,46,M,3,sem educacao formal,casado,$60K - $80K,blue,12745.6,-
719237058,0,39,M,2,doutorado,solteiro,$60K - $80K,blue,1790.14,-
788290383,0,43,M,3,doutorado,solteiro,$40K - $60K,blue,4970.91,-
779701983,0,49,F,3,mestrado,solteiro,$40K - $60K,blue,5400.69,-
712132383,0,44,M,4,graduacao,solteiro,$80K - $120K,blue,1876.94,-
812446158,0,54,F,3,sem educacao formal,solteiro,menos que $40K,blue,1719.51,-
779401233,0,47,F,4,sem educacao formal,solteiro,$40K - $60K,blue,1438.3,-
721080183,0,33,F,1,mestrado,solteiro,$40K - $60K,blue,4883.15,-
712572858,0,38,M,3,ensino medio,solteiro,$80K - $120K,blue,3413.38,-
822170733,1,45,F,4,graduacao,solteiro,menos que $40K,blue,3785.98,-
708224133,0,61,M,0,sem educacao formal,solteiro,$40K - $60K,blue,2228.06,-
780633483,0,58,F,0,mestrado,casado,$40K - $60K,blue,2194.89,-
771356508,0,41,F,5,mestrado,casado,menos que $40K,blue,2665.46,-
823629333,0,42,M,4,sem educacao formal,casado,$40K - $60K,blue,2444.38,-
712961658,0,45,F,4,sem educacao formal,casado,menos que $40K,blue,3335.57,-
710464683,0,45,F,3,doutorado,casado,menos que $40K,blue,2726.66,-
716688183,1,51,F,1,ensino medio,casado,menos que $40K,blue,1665.44,-
789082758,0,40,F,2,ensino medio,casado,menos que $40K,blue,2734.31,-
709140858,0,57,F,2,graduacao,solteiro,menos que $40K,blue,1727.36,-
774588633,0,45,F,3,mestrado,solteiro,menos que $40K,blue,1438.3,-
788465583,0,42,F,3,graduacao,solteiro,$40K - $60K,blue,6330.15,-
741517458,1,49,F,4,mestrado,casado,menos que $40K,blue,2575.15,-
721112508,0,48,F,3,mestrado,casado,menos que $40K,blue,5298.22,-
720734583,0,44,F,2,doutorado,casado,menos que $40K,blue,2540.76,-
772286658,1,63,M,1,mestrado,solteiro,$60K - $80K,blue,14324.55,-
771045708,1,41,F,5,mestrado,casado,menos que $40K,blue,1504.89,-
711733308,0,45,F,2,sem educacao formal,solteiro,menos que $40K,blue,1839.01,-
710518308,0,54,F,2,doutorado,casado,menos que $40K,blue,1685.53,-
713152383,0,40,F,3,sem educacao formal,casado,menos que $40K,blue,2840.33,-
771935283,0,47,F,4,mestrado,solteiro,$40K - $60K,blue,2977.01,-
825838908,0,39,F,1,sem educacao formal,solteiro,menos que $40K,blue,1961.16,-
709082808,0,53,F,2,ensino medio,casado,menos que $40K,blue,2156.51,-
710937783,0,53,F,0,sem educacao formal,casado,$40K - $60K,blue,2772.1,-
789540108,0,29,F,1,sem educacao formal,casado,menos que $40K,blue,2832.8,-
709824633,0,44,F,4,ensino medio,solteiro,menos que $40K,blue,1552.14,-
717874533,1,46,M,2,ensino medio,solteiro,$40K - $60K,blue,6362.72,-
712571883,0,40,M,3,mestrado,divorciado,menos que $40K,silver,11409.22,-
716926758,0,40,F,2,sem educacao formal,solteiro,menos que $40K,blue,1965.99,-
716181858,0,42,F,2,sem educacao formal,casado,$40K - $60K,blue,1622.02,-
779613933,0,38,F,4,sem educacao formal,casado,menos que $40K,blue,1736.04,-
709678608,0,49,M,4,ensino medio,casado,$80K - $120K,blue,24256.07,-
714276408,1,52,F,3,sem educacao formal,solteiro,$40K - $60K,blue,1915.7,-
719953383,0,38,F,4,graduacao,solteiro,menos que $40K,blue,1438.12,-
720503508,0,44,F,1,sem educacao formal,divorciado,menos que $40K,blue,5594.75,-
711232608,1,47,F,5,ensino medio,solteiro,menos que $40K,blue,1636.52,-
708207783,0,50,F,3,ensino medio,solteiro,menos que $40K,blue,1477.09,-
719590458,1,44,F,4,mestrado,casado,menos que $40K,blue,1905.47,-
778679883,0,39,M,2,mestrado,solteiro,$60K - $80K,blue,6146.63,-
780230208,0,53,M,2,graduacao,casado,$40K - $60K,blue,2672.94,-
827703258,0,42,M,4,ensino medio,casado,$60K - $80K,blue,13426.3,-
807379833,1,48,M,3,mestrado,divorciado,$40K - $60K,blue,9104.1,-
711178383,0,47,M,2,doutorado,casado,$80K - $120K,blue,30300.71,-
712203333,0,51,M,3,mestrado,casado,$80K - $120K,blue,7088.75,-
709261383,0,56,F,3,mestrado,casado,$40K - $60K,blue,1872.27,-
715829358,0,33,F,4,graduacao,casado,$40K - $60K,blue,2874.57,-
713213133,0,36,M,2,mestrado,solteiro,$40K - $60K,blue,6763.64,-
779442783,0,39,F,1,mestrado,solteiro,menos que $40K,blue,2867.15,-
721274208,1,41,F,2,ensino medio,solteiro,menos que $40K,blue,2201.46,-
714076683,1,29,F,0,graduacao,casado,menos que $40K,blue,3261.21,-
788791383,0,39,F,3,ensino medio,casado,$40K - $60K,blue,5027.54,-
711560058,0,49,M,1,ensino medio,casado,$60K - $80K,blue,2465.09,-
717657333,0,43,F,3,mestrado,solteiro,menos que $40K,blue,7584.87,-
787482033,1,60,M,1,ensino medio,divorciado,$80K - $120K,blue,28930.69,-
779141658,0,48,M,4,mestrado,casado,$80K - $120K,blue,4963.77,-
813810333,1,50,M,3,doutorado,casado,$60K - $80K,blue,2049.21,-
789613083,0,47,M,3,sem educacao formal,divorciado,$60K - $80K,blue,1943.44,-
794540883,0,56,F,1,doutorado,casado,$40K - $60K,blue,3485.29,-
811889808,0,43,M,3,mestrado,casado,$80K - $120K,blue,23459.23,-
720509433,0,51,F,2,graduacao,solteiro,menos que $40K,blue,2306.64,-
715091208,0,42,M,3,ensino medio,casado,$80K - $120K,blue,18177.6,-
718200333,0,47,F,3,sem educacao formal,solteiro,menos que $40K,blue,2894.87,-
713487633,0,44,M,3,doutorado,casado,$80K - $120K,blue,34516.96,-
789363408,0,44,M,3,ensino medio,casado,$120K +,silver,34516.9,-
713916708,0,53,M,3,mestrado,solteiro,$120K +,gold,34516.07,-
823833483,0,41,M,3,mestrado,solteiro,$40K - $60K,blue,7839.17,-
712879158,0,49,M,1,ensino medio,casado,$60K - $80K,gold,6224.13,-
709474683,0,42,F,3,graduacao,casado,menos que $40K,blue,6078.6,-
772313358,0,50,M,3,ensino medio,solteiro,$80K - $120K,blue,21322.95,-
711856683,0,51,M,3,doutorado,casado,$40K - $60K,blue,1590.69,-
718530258,0,52,F,3,sem educacao formal,divorciado,menos que $40K,blue,1986.17,-
716288208,0,48,M,3,mestrado,solteiro,$60K - $80K,blue,15618.4,-
718712583,0,44,M,2,sem educacao formal,casado,$80K - $120K,blue,34496.33,-
806432433,0,40,F,2,ensino medio,solteiro,$40K - $60K,blue,2544.8,-
709895508,0,42,M,3,mestrado,casado,menos que $40K,blue,6153.69,-
711542358,0,42,F,4,ensino medio,casado,menos que $40K,gold,15987.92,-
816832383,0,61,F,1,ensino medio,solteiro,menos que $40K,blue,3421.6,-
714042108,0,59,M,0,sem educacao formal,solteiro,$40K - $60K,blue,11000.67,-
714664683,0,46,F,4,sem educacao formal,casado,menos que $40K,blue,2490.67,-
715436883,0,48,F,3,doutorado,casado,menos que $40K,blue,2490.88,-
715260558,0,44,F,4,ensino medio,solteiro,$40K - $60K,blue,2055.49,-
713364783,0,42,F,1,doutorado,solteiro,menos que $40K,blue,3453.99,-
718078008,0,40,M,2,graduacao,divorciado,$60K - $80K,blue,20304.31,-
798546408,0,61,F,1,graduacao,solteiro,menos que $40K,blue,8283.27,-
779018508,0,45,M,4,sem educacao formal,solteiro,$80K - $120K,blue,11318.22,-
802668333,1,49,M,2,mestrado,solteiro,$80K - $120K,blue,2384.51,-
718320933,0,47,M,3,sem educacao formal,casado,$60K - $80K,blue,11919.82,-
789016983,0,45,F,3,ensino medio,casado,menos que $40K,blue,2948.71,-
708474333,0,42,M,3,mestrado,casado,$60K - $80K,blue,12294.06,-
711410958,0,40,M,3,ensino medio,casado,$60K - $80K,blue,13452.78,-
714047733,0,53,F,3,mestrado,solteiro,$40K - $60K,blue,4942.5,-
710061783,1,49,M,1,mestrado,casado,$40K - $60K,blue,14973.03,-
711082908,0,44,M,4,sem educacao formal,solteiro,$80K - $120K,blue,19719.06,-
751563933,0,43,F,3,ensino medio,casado,menos que $40K,blue,9484.14,-
720935658,0,57,F,4,doutorado,solteiro,menos que $40K,blue,3059.76,-
714754533,0,51,M,0,doutorado,solteiro,$120K +,platinum,34516.06,-
714713508,0,49,M,2,doutorado,divorciado,$80K - $120K,blue,25178.67,-
715038033,0,61,M,1,mestrado,solteiro,menos que $40K,blue,7169.02,-
809169858,0,62,M,2,mestrado,solteiro,$60K - $80K,blue,18224.49,-
779456508,0,52,M,2,mestrado,divorciado,$60K - $80K,blue,4813.31,-
708693558,0,50,F,3,ensino medio,solteiro,menos que $40K,silver,12569.49,-
816073983,0,53,F,2,graduacao,solteiro,menos que $40K,blue,8259.7,-
715851333,0,42,M,4,ensino medio,casado,$60K - $80K,blue,13804.94,-
715404783,0,43,F,4,mestrado,casado,menos que $40K,blue,6448.97,-
773356008,0,57,M,2,doutorado,divorciado,$60K - $80K,blue,5479.81,-
789525408,0,50,F,0,sem educacao formal,casado,menos que $40K,blue,3749.88,-
721212258,0,48,M,4,ensino medio,solteiro,$120K +,blue,30210.17,-
719625933,0,41,M,3,mestrado,casado,$120K +,blue,5807.81,-
714304458,0,44,M,3,ensino medio,casado,$60K - $80K,blue,3605.24,-
819975183,0,44,F,4,graduacao,solteiro,$40K - $60K,silver,17077.16,-
785515533,0,43,F,2,graduacao,casado,menos que $40K,blue,5380.82,-
720712533,0,51,M,3,mestrado,casado,$80K - $120K,gold,34516.6,-
709861008,0,47,M,4,doutorado,casado,$80K - $120K,blue,27720.39,-
713911233,0,47,F,3,doutorado,solteiro,$40K - $60K,silver,18341.06,-
712580958,0,38,M,1,ensino medio,solteiro,$120K +,blue,27712.23,-
719473458,0,46,M,3,ensino medio,solteiro,$40K - $60K,blue,8285.9,-
780707733,0,41,M,1,mestrado,casado,$80K - $120K,blue,34516.84,-
780620883,0,49,F,2,sem educacao formal,solteiro,$40K - $60K,blue,7045.11,-
720849708,0,44,M,4,mestrado,solteiro,$80K - $120K,blue,14388.73,-
789312033,1,48,F,4,doutorado,solteiro,menos que $40K,blue,3874.1,-
778742358,0,44,M,4,mestrado,casado,$60K - $80K,blue,4752.94,-
713425383,1,59,F,1,ensino medio,solteiro,menos que $40K,blue,7484.31,-
712029783,0,42,M,4,sem educacao formal,solteiro,$80K - $120K,silver,34516.71,-
718893333,0,52,M,3,mestrado,casado,$60K - $80K,blue,18336.54,-
718567758,0,41,M,1,graduacao,casado,$40K - $60K,blue,10682.6,-
771719283,0,39,F,4,doutorado,casado,menos que $40K,blue,8587.72,-
717926358,0,46,F,2,mestrado,solteiro,menos que $40K,blue,5494.37,-
779751258,0,45,F,2,mestrado,casado,menos que $40K,blue,1946.19,-
774491958,0,53,M,3,ensino medio,solteiro,$60K - $80K,blue,6228.42,-
714166833,0,44,F,3,mestrado,solteiro,menos que $40K,silver,13609.14,-
789681708,0,46,M,3,sem educacao formal,casado,$60K - $80K,gold,34516.54,-
713102733,0,38,F,3,mestrado,solteiro,menos que $40K,gold,15987.81,-
715195383,0,46,F,3,mestrado,divorciado,menos que $40K,blue,2391.33,-
787226508,0,47,M,2,graduacao,solteiro,$60K - $80K,blue,20811.13,-
715170183,0,45,M,2,mestrado,casado,$40K - $60K,blue,3735.73,-
717109983,0,50,F,2,ensino medio,casado,$40K - $60K,blue,2275.13,-
713208033,0,43,F,3,ensino medio,casado,menos que $40K,blue,7350.4,-
712788258,0,48,M,3,graduacao,casado,$40K - $60K,blue,1913.76,-
709235058,0,46,M,4,graduacao,casado,$40K - $60K,silver,18956.77,-
714786483,0,45,M,4,graduacao,solteiro,$60K - $80K,blue,13445.84,-
713299758,0,53,M,1,ensino medio,solteiro,menos que $40K,blue,8979.78,-
771912408,0,49,F,2,mestrado,casado,menos que $40K,blue,6674.59,-
721445658,0,52,F,2,doutorado,solteiro,menos que $40K,blue,6265.09,-
719787633,0,47,M,0,mestrado,casado,$80K - $120K,silver,34516.71,-
713697933,0,47,M,2,sem educacao formal,solteiro,$80K - $120K,blue,34516.61,-
712208658,0,43,M,2,ensino medio,solteiro,$60K - $80K,blue,13165.2,-
708219108,0,49,M,3,graduacao,divorciado,$80K - $120K,blue,9959.92,-
709065483,0,40,F,3,graduacao,divorciado,$40K - $60K,blue,9243.55,-
715237683,0,53,F,4,mestrado,solteiro,menos que $40K,blue,4737.6,-
788931558,0,46,M,2,ensino medio,solteiro,$40K - $60K,blue,2000.11,-
717521508,0,41,M,3,ensino medio,solteiro,$80K - $120K,gold,34516.2,-
789298833,0,51,M,2,sem educacao formal,divorciado,$80K - $120K,blue,23453.96,-
715729683,0,44,M,3,ensino medio,solteiro,$120K +,silver,34516.59,-
717682233,0,49,M,4,sem educacao formal,casado,$60K - $80K,blue,6139.27,-
719272458,0,53,F,5,mestrado,solteiro,$40K - $60K,blue,9815.04,-
816615633,0,47,F,2,doutorado,casado,$40K - $60K,blue,3256.29,-
720167508,0,50,M,3,sem educacao formal,solteiro,$80K - $120K,blue,19000.03,-
711152658,0,44,M,4,mestrado,solteiro,$120K +,silver,34516.52,-
771772083,0,48,M,4,mestrado,casado,$60K - $80K,blue,13197.5,-
708419733,1,47,M,3,graduacao,solteiro,$60K - $80K,blue,22599.25,-
709372608,0,43,M,4,sem educacao formal,casado,$60K - $80K,blue,23457.91,-
711136008,0,41,M,4,mestrado,solteiro,$80K - $120K,blue,31560.89,-
716691783,0,46,F,3,ensino medio,solteiro,menos que $40K,blue,6218.3,-
709558608,0,39,M,3,sem educacao formal,solteiro,$80K - $120K,blue,2844.54,-
